user_id,count_futures_trader,count_index_options_non_scalper,count_index_options_scalper,count_index_options_seller,count_investor,count_stock_options_non_scalper,count_stock_options_scalper,count_stock_options_seller,count_stock_trader,count_unmapped,pct_futures_trader,pct_index_options_non_scalper,pct_index_options_scalper,pct_index_options_seller,pct_investor,pct_stock_options_non_scalper,pct_stock_options_scalper,pct_stock_options_seller,pct_stock_trader,pct_unmapped,total_trades,primary_persona
d6717urfatcs73ejh980,0,710,54,0,0,0,0,0,0,0,0.0,92.93,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764,index options non-scalper
d67d39e1stss73c8ijdg,0,67,0,0,0,0,0,0,79,0,0.0,45.89,0.0,0.0,0.0,0.0,0.0,0.0,54.11,0.0,146,mixed
d67jq341k2bc73e325hg,0,0,650,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650,index options scalper
d67vo4gspokc739heg30,0,313,1,0,0,0,0,0,0,0,0.0,99.68,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314,index options non-scalper
d682re0spokc739hfdkg,0,21,0,0,0,48,0,0,0,0,0.0,30.43,0.0,0.0,0.0,69.57,0.0,0.0,0.0,0.0,69,stock options non-scalper
d684dh41k2bc73e39t10,0,0,3,0,3,0,0,0,2,0,0.0,0.0,37.5,0.0,37.5,0.0,0.0,0.0,25.0,0.0,8,mixed
d689i3c1k2bc73e3curg,0,1791,0,1,0,5,0,0,0,0,0.0,99.67,0.0,0.06,0.0,0.28,0.0,0.0,0.0,0.0,1797,index options non-scalper
d68cet8spokc739hinj0,0,3,922,1,0,0,0,0,0,0,0.0,0.32,99.57,0.11,0.0,0.0,0.0,0.0,0.0,0.0,926,index options scalper
d692eok1k2bc73e3o340,0,529,0,36,0,0,0,0,0,0,0.0,93.63,0.0,6.37,0.0,0.0,0.0,0.0,0.0,0.0,565,index options non-scalper
d69u2l41k2bc73e426s0,0,2992,13,2,0,0,0,0,0,0,0.0,99.5,0.43,0.07,0.0,0.0,0.0,0.0,0.0,0.0,3007,index options non-scalper
d69vu00spokc739hs73g,0,0,160,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,index options scalper
d6a35l0spokc739ht9jg,0,0,0,0,0,0,0,0,78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,78,stock trader
d6a6unc1k2bc73e4868g,0,22,337,0,0,0,0,0,0,0,0.0,6.13,93.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359,index options scalper
d6a8ofgspokc739hvb50,0,2,10,0,0,0,0,0,0,0,0.0,16.67,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,index options scalper
d6a9aes1k2bc73e4ama0,0,14,215,0,0,1,0,0,0,0,0.0,6.09,93.48,0.0,0.0,0.43,0.0,0.0,0.0,0.0,230,index options scalper
d6a9ilospokc739hvqi0,0,1236,1,1,0,132,0,0,0,0,0.0,90.22,0.07,0.07,0.0,9.64,0.0,0.0,0.0,0.0,1370,index options non-scalper
d6ab64k1k2bc73e4cp50,0,216,342,0,0,0,0,0,0,0,0.0,38.71,61.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558,index options scalper
d6abrc8spokc739i0spg,0,3,12,0,1,0,0,0,7,0,0.0,13.04,52.17,0.0,4.35,0.0,0.0,0.0,30.43,0.0,23,mixed
d6agphs1k2bc73e4dvu0,0,0,368,1,0,0,0,0,0,0,0.0,0.0,99.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,369,index options scalper
d6aisf8spokc739i1m9g,0,0,53,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,index options scalper
d6akfck1k2bc73e4ftgg,0,0,20,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,index options scalper
d6aqm4s1k2bc73e4kom0,0,0,0,0,1,0,0,0,3,0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,75.0,0.0,4,stock trader
d6astdk1k2bc73e4mk80,0,54,72,0,0,0,0,0,0,0,0.0,42.86,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,mixed
d6au2p41k2bc73e4nt70,0,200,212,0,0,3,0,0,0,0,0.0,48.19,51.08,0.0,0.0,0.72,0.0,0.0,0.0,0.0,415,mixed
d6av140spokc739i7o4g,0,0,1,4,0,0,0,0,0,0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,5,index options seller
d6b6ufospokc739i9a1g,0,0,4,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,index options scalper
d6bbv3ospokc739ibk50,0,473,2,0,1,0,0,0,0,0,0.0,99.37,0.42,0.0,0.21,0.0,0.0,0.0,0.0,0.0,476,index options non-scalper
d6bci941k2bc73e50j10,0,100,0,0,0,179,0,1,0,0,0.0,35.71,0.0,0.0,0.0,63.93,0.0,0.36,0.0,0.0,280,stock options non-scalper
d6bd3t0spokc739ica20,0,0,0,0,1,0,0,0,62,0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,98.41,0.0,63,stock trader
d6bdk441k2bc73e51jqg,0,264,1,0,0,3,0,0,0,0,0.0,98.51,0.37,0.0,0.0,1.12,0.0,0.0,0.0,0.0,268,index options non-scalper
d6beeec1k2bc73e52d3g,0,0,125,1,0,0,0,0,0,0,0.0,0.0,99.21,0.79,0.0,0.0,0.0,0.0,0.0,0.0,126,index options scalper
d6bh2rk1k2bc73e54ql0,0,1,489,0,0,0,0,0,0,0,0.0,0.2,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490,index options scalper
d6bm9i41k2bc73e5aga0,0,0,49,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,index options scalper
d6bmgo8spokc739ihcq0,0,1,319,2,0,0,0,0,0,0,0.0,0.31,99.07,0.62,0.0,0.0,0.0,0.0,0.0,0.0,322,index options scalper
d6bofv41k2bc73e5b4e0,0,0,0,15,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,15,index options seller
d6bsptc1k2bc73e5cfeg,0,0,18,0,0,0,0,0,12,0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,30,index options scalper
d6bu2ks1k2bc73e5df00,0,0,6,0,0,7,1,0,0,0,0.0,0.0,42.86,0.0,0.0,50.0,7.14,0.0,0.0,0.0,14,mixed
d6bvdkk1k2bc73e5eifg,0,8,0,0,0,2,0,0,0,0,0.0,80.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10,index options non-scalper
d6c0ko8spokc739ikc5g,0,0,122,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,index options scalper
d6c27g0spokc739ildhg,0,1,500,0,0,0,0,0,0,0,0.0,0.2,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501,index options scalper
d6ct1ctdn4gs73dr9hpg,0,29,27,0,0,0,0,0,3,0,0.0,49.15,45.76,0.0,0.0,0.0,0.0,0.0,5.08,0.0,59,mixed
d6dadri73kjs739kfbcg,0,0,1,2,0,0,0,0,0,0,0.0,0.0,33.33,66.67,0.0,0.0,0.0,0.0,0.0,0.0,3,index options seller
d6dap55dn4gs73drf090,0,245,1,0,0,0,0,0,0,0,0.0,99.59,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246,index options non-scalper
d6dg5eq109fc739sjlng,0,43,31,0,0,0,0,0,0,0,0.0,58.11,41.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,mixed
d6di4c273kjs739khsb0,0,1,2213,2,0,0,0,0,0,0,0.0,0.05,99.86,0.09,0.0,0.0,0.0,0.0,0.0,0.0,2216,index options scalper
d6dk7t5dn4gs73drkai0,0,0,249,758,0,0,0,0,0,0,0.0,0.0,24.73,75.27,0.0,0.0,0.0,0.0,0.0,0.0,1007,index options seller
d6e0bmq73kjs739kl9ag,0,0,0,0,1,0,0,0,5,0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,83.33,0.0,6,stock trader
d6e1uctdn4gs73drphb0,0,0,15,0,0,0,59,0,0,0,0.0,0.0,20.27,0.0,0.0,0.0,79.73,0.0,0.0,0.0,74,stock options scalper
d6e5gnddn4gs73drr8ug,0,0,0,0,0,0,0,0,87,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,87,stock trader
d6ed82273kjs739koo5g,0,0,225,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,index options scalper
d6eish2109fc739ss77g,0,193,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193,index options non-scalper
d6elbri109fc739st6kg,0,0,2,0,0,0,0,0,8,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,10,stock trader
d6eppii109fc739suo5g,0,12,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,index options non-scalper
d6etqja109fc739t0ba0,0,0,0,0,1,0,0,0,176,0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,99.44,0.0,177,stock trader
d6euqga109fc739t10l0,0,0,402,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402,index options scalper
d6f9v2a109fc739t870g,0,0,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,7,stock trader
d6g1d9a109fc739tvo5g,0,0,821,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821,index options scalper
d6gj04q109fc739uh790,0,786,7,613,0,7,0,8,4,0,0.0,55.16,0.49,43.02,0.0,0.49,0.0,0.56,0.28,0.0,1425,mixed
d6go8di109fc739unob0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,4,stock trader
d6gv0orkhjhc73c9vqug,0,0,248,1,0,0,0,0,0,0,0.0,0.0,99.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,249,index options scalper
d6h7adjkhjhc73ca44ag,0,9,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,index options non-scalper
d6h96a3khjhc73ca6hm0,0,0,0,0,14,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,14,investor
d6hfb9bkhjhc73cadj4g,0,13,0,0,1,88,0,0,3,0,0.0,12.38,0.0,0.0,0.95,83.81,0.0,0.0,2.86,0.0,105,stock options non-scalper
d6i2i5rkhjhc73catd40,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3,stock options non-scalper
d6ik92rkhjhc73cbbin0,0,0,1418,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1418,index options scalper
d6imq23khjhc73cbe0k0,0,0,0,0,2,0,0,0,8,0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,80.0,0.0,10,stock trader
d6iuo9bkhjhc73cbld60,0,8,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,index options non-scalper
d6ivjdjkhjhc73cblkpg,0,698,0,1,1,81,0,0,0,0,0.0,89.37,0.0,0.13,0.13,10.37,0.0,0.0,0.0,0.0,781,index options non-scalper
d6j95sjkhjhc73cbr120,0,3,0,0,1,0,0,0,7,0,0.0,27.27,0.0,0.0,9.09,0.0,0.0,0.0,63.64,0.0,11,stock trader
d6jbk0bkhjhc73cbt7rg,0,0,235,0,0,1,0,0,0,0,0.0,0.0,99.58,0.0,0.0,0.42,0.0,0.0,0.0,0.0,236,index options scalper
d6jd2r3khjhc73cbuggg,0,0,0,0,1,0,0,0,394,0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,99.75,0.0,395,stock trader
d6jgr6bkhjhc73cc2ehg,0,18,916,1,0,0,0,0,0,0,0.0,1.93,97.97,0.11,0.0,0.0,0.0,0.0,0.0,0.0,935,index options scalper
d6jqeprkhjhc73cc6v60,0,83,714,0,0,0,0,0,0,0,0.0,10.41,89.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797,index options scalper
d6k0a3jkhjhc73cccaf0,0,0,0,0,14,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,14,investor
d6k3ji3khjhc73ccf76g,0,335,639,0,0,0,0,0,0,0,0.0,34.39,65.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974,index options scalper
d6k5seja8lsc73ekn770,0,0,0,0,24,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,24,investor
d6kl6buc89hc73ebhmo0,0,0,191,1,0,1,0,0,0,0,0.0,0.0,98.96,0.52,0.0,0.52,0.0,0.0,0.0,0.0,193,index options scalper
d6klb5ec89hc73ebhr7g,0,0,16,297,2,0,0,0,0,0,0.0,0.0,5.08,94.29,0.63,0.0,0.0,0.0,0.0,0.0,315,index options seller
d6kog4fsvidc73f7c9p0,0,0,0,0,4,0,0,0,78,0,0.0,0.0,0.0,0.0,4.88,0.0,0.0,0.0,95.12,0.0,82,stock trader
d6kscjo0klus73972970,0,0,1240,12,0,0,0,0,0,0,0.0,0.0,99.04,0.96,0.0,0.0,0.0,0.0,0.0,0.0,1252,index options scalper
d6kscn80klus73972980,0,912,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912,index options non-scalper
d6lbnvvsvidc73f7m8o0,0,0,0,12,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12,index options seller
d6ld5ufsvidc73f7n9l0,0,0,2,15,0,0,0,0,3,0,0.0,0.0,10.0,75.0,0.0,0.0,0.0,0.0,15.0,0.0,20,index options seller
d6lh8ro0klus73978abg,0,2,0,0,0,3,0,0,0,0,0.0,40.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,5,stock options non-scalper
d6m1g8jtv4cs73fpgac0,0,1,2904,0,0,0,0,0,0,0,0.0,0.03,99.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2905,index options scalper
d6m4t23tv4cs73fpiu70,0,241,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,index options non-scalper
d6me7fbtv4cs73fpm72g,0,5,4,0,0,0,0,0,0,0,0.0,55.56,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,mixed
d6mhc1s9ndac73chv2e0,36,0,0,0,3,0,0,0,1,0,90.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,2.5,0.0,40,futures trader
d6n98qrtv4cs73fq46h0,0,0,9,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,index options scalper
d6ngg3btv4cs73fq93o0,0,52,0,0,0,1,0,0,0,0,0.0,98.11,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,53,index options non-scalper
d6no4jjtv4cs73fqame0,0,0,34,0,0,1,28,0,0,0,0.0,0.0,53.97,0.0,0.0,1.59,44.44,0.0,0.0,0.0,63,mixed
d6o1vrrtv4cs73fqgj0g,0,107,10,226,0,0,0,0,0,0,0.0,31.2,2.92,65.89,0.0,0.0,0.0,0.0,0.0,0.0,343,index options seller
d6o44ebtv4cs73fqi8t0,0,7,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,index options non-scalper
d6o60uc9ndac73cicnq0,0,0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,6,stock trader
d6ocg8k9ndac73cidcog,0,37,0,0,0,1,0,0,80,0,0.0,31.36,0.0,0.0,0.0,0.85,0.0,0.0,67.8,0.0,118,stock trader
d6olf1rtv4cs73fqr1rg,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,4,stock trader
d6p62v3tv4cs73fr32b0,0,2,0,0,0,5,0,0,0,0,0.0,28.57,0.0,0.0,0.0,71.43,0.0,0.0,0.0,0.0,7,stock options non-scalper
d6pernrtv4cs73fr9cvg,0,467,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467,index options non-scalper
d6phe2k9ndac73cio6ig,0,4,7,0,0,0,0,0,0,0,0.0,36.36,63.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,index options scalper
d6q0fsrtv4cs73frgnug,0,0,38,177,0,0,0,0,0,0,0.0,0.0,17.67,82.33,0.0,0.0,0.0,0.0,0.0,0.0,215,index options seller
d6q14djtv4cs73frh43g,0,56,9,0,0,0,1,0,0,0,0.0,84.85,13.64,0.0,0.0,0.0,1.52,0.0,0.0,0.0,66,index options non-scalper
d6q3vijtv4cs73frj5l0,0,1,0,0,1,1,0,0,0,0,0.0,33.33,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,3,mixed
d6qhg849ndac73civ190,0,0,2,0,1,3,3,0,0,0,0.0,0.0,22.22,0.0,11.11,33.33,33.33,0.0,0.0,0.0,9,mixed
d6qj21jtv4cs73fro7ag,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,8,mixed
d6r6ii3tv4cs73frvat0,0,75,1,0,0,0,0,0,0,0,0.0,98.68,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,index options non-scalper
d6r8injtv4cs73fs0e00,0,17,3,26,2,0,0,0,0,0,0.0,35.42,6.25,54.17,4.17,0.0,0.0,0.0,0.0,0.0,48,mixed
d6s1uk49ndac73cja290,0,0,0,0,0,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,4,stock options non-scalper
d6s61g3tv4cs73fsg3rg,24,18,0,0,0,2,0,2,0,0,52.17,39.13,0.0,0.0,0.0,4.35,0.0,4.35,0.0,0.0,46,mixed
d6sd7l3tv4cs73fsi290,0,4,1112,7,0,0,0,0,0,0,0.0,0.36,99.02,0.62,0.0,0.0,0.0,0.0,0.0,0.0,1123,index options scalper
d6sdqgjtv4cs73fsidn0,0,0,88,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,index options scalper
d6sfrcrtv4cs73fsjjr0,0,58,38,0,0,16,0,0,0,0,0.0,51.79,33.93,0.0,0.0,14.29,0.0,0.0,0.0,0.0,112,mixed
d6sn0mrtv4cs73fsp4jg,0,0,0,0,0,0,0,0,176,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,176,stock trader
d6snpubtv4cs73fsq27g,0,90,21,70,0,0,0,0,0,0,0.0,49.72,11.6,38.67,0.0,0.0,0.0,0.0,0.0,0.0,181,mixed
d6t370s9ndac73cjjrdg,0,2,51,0,8,7,0,0,132,0,0.0,1.0,25.5,0.0,4.0,3.5,0.0,0.0,66.0,0.0,200,stock trader
d6t618k9ndac73cjldrg,0,2,0,8,0,0,0,0,0,0,0.0,20.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,10,index options seller
d6tu9os9ndac73cjtblg,0,6,4,0,0,0,0,0,0,0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,index options non-scalper
d6u289s9ndac73cjurfg,0,75,0,194,0,0,0,0,0,0,0.0,27.88,0.0,72.12,0.0,0.0,0.0,0.0,0.0,0.0,269,index options seller
d6uecprtv4cs73ftnp80,0,0,0,0,2,0,0,0,639,0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,99.69,0.0,641,stock trader
d6ugkt3tv4cs73ftp590,0,0,59,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,index options scalper
d6ugn649ndac73ck2rog,0,62,0,123,0,0,0,0,0,0,0.0,33.51,0.0,66.49,0.0,0.0,0.0,0.0,0.0,0.0,185,index options seller
d6uiqbjtv4cs73ftqho0,0,0,189,9,0,1,0,0,1,0,0.0,0.0,94.5,4.5,0.0,0.5,0.0,0.0,0.5,0.0,200,index options scalper
d6uoh3l8gduc73ann8m0,1,382,0,0,0,0,0,0,0,0,0.26,99.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383,index options non-scalper
d6upc2kc89fc73avoc5g,0,7,0,0,0,226,0,0,0,0,0.0,3.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,233,stock options non-scalper
d6uunnsc89fc73avoor0,0,8,0,0,0,7,0,0,0,0,0.0,53.33,0.0,0.0,0.0,46.67,0.0,0.0,0.0,0.0,15,mixed
d6v82tkc89fc73avrjl0,0,0,1100,0,0,0,1,0,0,0,0.0,0.0,99.91,0.0,0.0,0.0,0.09,0.0,0.0,0.0,1101,index options scalper
d6ve8scc89fc73avu4p0,0,19,420,493,0,0,0,0,0,0,0.0,2.04,45.06,52.9,0.0,0.0,0.0,0.0,0.0,0.0,932,mixed
d6vlh0sc89fc73avupm0,0,230,2,0,3,0,0,0,0,0,0.0,97.87,0.85,0.0,1.28,0.0,0.0,0.0,0.0,0.0,235,index options non-scalper
d6vv93d8gduc73aobc8g,0,0,0,0,21,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,21,investor
d704t4h5c6nc73c7um60,0,2,1,0,0,0,0,0,0,0,0.0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,index options non-scalper
d70gfvp5c6nc73c83ia0,0,103,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,index options non-scalper
d7129295c6nc73c8bk40,0,14,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,index options non-scalper
d714uap5c6nc73c8dnlg,14,19,0,0,0,394,0,8,0,0,3.22,4.37,0.0,0.0,0.0,90.57,0.0,1.84,0.0,0.0,435,stock options non-scalper
d7187nh5c6nc73c8g490,36,2,0,0,3,4,0,0,11,0,64.29,3.57,0.0,0.0,5.36,7.14,0.0,0.0,19.64,0.0,56,futures trader
d71b8pp5c6nc73c8id00,0,3,1,0,0,0,0,0,3,0,0.0,42.86,14.29,0.0,0.0,0.0,0.0,0.0,42.86,0.0,7,mixed
d71cdv15c6nc73c8jerg,0,1,234,0,0,0,0,0,0,0,0.0,0.43,99.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235,index options scalper
d71ce1d83ats73fu78bg,0,0,0,0,4,0,0,0,3,0,0.0,0.0,0.0,0.0,57.14,0.0,0.0,0.0,42.86,0.0,7,mixed
d71k0m95c6nc73c8llj0,0,0,225,0,4,0,18,0,0,0,0.0,0.0,91.09,0.0,1.62,0.0,7.29,0.0,0.0,0.0,247,index options scalper
d71m01p5c6nc73c8msu0,2,2,139,262,19,2,0,0,6,0,0.46,0.46,32.18,60.65,4.4,0.46,0.0,0.0,1.39,0.0,432,index options seller
d71m4215c6nc73c8n050,0,0,0,0,5,0,0,0,9,0,0.0,0.0,0.0,0.0,35.71,0.0,0.0,0.0,64.29,0.0,14,stock trader
d71vipl83ats73fubg7g,0,232,11,0,0,0,0,0,0,0,0.0,95.47,4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,index options non-scalper
d72dfo15c6nc73c940o0,0,175,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,index options non-scalper
d735s2l83ats73fukt50,0,394,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394,index options non-scalper
d736f5h5c6nc73c9hat0,0,1455,0,0,0,44,0,0,1,0,0.0,97.0,0.0,0.0,0.0,2.93,0.0,0.0,0.07,0.0,1500,index options non-scalper
d73bsnhsrlhs73cdls8g,0,552,3,0,0,36,0,0,0,0,0.0,93.4,0.51,0.0,0.0,6.09,0.0,0.0,0.0,0.0,591,index options non-scalper
d7415h1srlhs73ce2st0,0,0,0,0,0,4,0,2,0,0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,33.33,0.0,0.0,6,stock options non-scalper
d74b9s1srlhs73ce6jpg,0,32,0,33,0,0,0,0,0,0,0.0,49.23,0.0,50.77,0.0,0.0,0.0,0.0,0.0,0.0,65,mixed
d74e7o9srlhs73ce9ro0,0,0,0,0,102,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,102,investor
d74eei9srlhs73cea0r0,0,124,141,0,0,0,0,0,0,0,0.0,46.79,53.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265,mixed
d74er29srlhs73ceaef0,0,27,221,0,0,25,1,0,0,0,0.0,9.85,80.66,0.0,0.0,9.12,0.36,0.0,0.0,0.0,274,index options scalper
d74id31srlhs73cedu90,0,141,0,227,0,0,0,0,0,0,0.0,38.32,0.0,61.68,0.0,0.0,0.0,0.0,0.0,0.0,368,index options seller
d74lj7psrlhs73ceh7j0,0,18,18,0,0,0,0,0,0,0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,mixed
d74u1n9srlhs73cekcdg,0,0,12,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,index options scalper
d75098hsrlhs73cemgag,0,0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,6,stock trader
d758589srlhs73ceslh0,0,172,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172,index options non-scalper
d75ahfpsrlhs73ceulsg,0,0,0,0,1,0,0,0,307,0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,99.68,0.0,308,stock trader
d75cb9psrlhs73cf01q0,0,0,74,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,index options scalper
d75lsdpsrlhs73cf321g,0,146,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,index options non-scalper
d767ss1srlhs73cfcb00,0,0,0,0,34,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,34,investor
d7699b9srlhs73cfd7cg,0,2,413,0,1,0,0,0,0,0,0.0,0.48,99.28,0.0,0.24,0.0,0.0,0.0,0.0,0.0,416,index options scalper
d76akg1srlhs73cfeg7g,0,0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,8,stock trader
d76g3j1srlhs73cfij9g,0,0,9,0,0,0,10,0,0,0,0.0,0.0,47.37,0.0,0.0,0.0,52.63,0.0,0.0,0.0,19,mixed
d76i3bhsrlhs73cfjom0,0,2,0,0,0,5,0,0,0,0,0.0,28.57,0.0,0.0,0.0,71.43,0.0,0.0,0.0,0.0,7,stock options non-scalper
