user_id,count_futures_trader,count_index_options_non_scalper,count_index_options_scalper,count_index_options_seller,count_investor,count_stock_options_non_scalper,count_stock_options_scalper,count_stock_options_seller,count_stock_trader,count_unmapped,pct_futures_trader,pct_index_options_non_scalper,pct_index_options_scalper,pct_index_options_seller,pct_investor,pct_stock_options_non_scalper,pct_stock_options_scalper,pct_stock_options_seller,pct_stock_trader,pct_unmapped,total_trades,primary_persona
d7723h1srlhs73cfr4ug,0,0,0,0,13,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13,investor
d779mapsrlhs73cg0ua0,0,0,0,0,0,5,9,0,0,0,0.0,0.0,0.0,0.0,0.0,35.71,64.29,0.0,0.0,0.0,14,stock options scalper
d77a451srlhs73cg1amg,0,6,7,0,0,0,0,0,0,0,0.0,46.15,53.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,mixed
d77gi3hsrlhs73cg38i0,0,1,0,0,0,6,0,0,0,0,0.0,14.29,0.0,0.0,0.0,85.71,0.0,0.0,0.0,0.0,7,stock options non-scalper
d77ja4hsrlhs73cg4cqg,0,55,0,181,1,0,0,0,0,0,0.0,23.21,0.0,76.37,0.42,0.0,0.0,0.0,0.0,0.0,237,index options seller
d77jbvpsrlhs73cg4ekg,0,997,0,0,0,1,0,0,0,0,0.0,99.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,998,index options non-scalper
d77uebj1b6bc7384k7tg,0,194,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,index options non-scalper
d78bjqidadhc738r44c0,0,0,602,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602,index options scalper
d78hn72dadhc738r5aug,0,12,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,index options non-scalper
d793v3idadhc738r81qg,13,16,0,0,0,0,0,0,0,0,44.83,55.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,mixed
d7951631b6bc73850c00,0,3,0,0,0,6,0,1,0,0,0.0,30.0,0.0,0.0,0.0,60.0,0.0,10.0,0.0,0.0,10,stock options non-scalper
d79ir5b1b6bc73854pcg,0,0,448,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448,index options scalper
d79mkhj1b6bc73857ef0,0,0,49,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,index options scalper
d79ohdb1b6bc73858jhg,0,14,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,index options non-scalper
d7a77hb1b6bc7385d4g0,0,10,0,0,0,4,0,0,0,0,0.0,71.43,0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,14,index options non-scalper
d7a7leidadhc738reaeg,0,3,2,0,0,0,0,0,2,0,0.0,42.86,28.57,0.0,0.0,0.0,0.0,0.0,28.57,0.0,7,mixed
d7aj23ai1qoc73dikvl0,0,0,838,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838,index options scalper
d7b2rs2i1qoc73dis440,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1,stock options scalper
d7b63v3sbn5c73bo2ju0,0,193,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193,index options non-scalper
d7b777qi1qoc73diup50,0,5,1391,4,0,11,0,0,0,0,0.0,0.35,98.58,0.28,0.0,0.78,0.0,0.0,0.0,0.0,1411,index options scalper
d7bohkcqf9cs73emkl5g,0,80,80,0,0,0,0,0,0,0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,mixed
d7bqon5sap4s73e8lq2g,0,643,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643,index options non-scalper
d7brdktsap4s73e8mba0,0,1,3,0,4,0,0,0,0,0,0.0,12.5,37.5,0.0,50.0,0.0,0.0,0.0,0.0,0.0,8,mixed
d7c74gdsap4s73e8stdg,0,0,15,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,index options scalper
d7c7mvdsap4s73e8te90,0,1,863,0,0,1,0,0,7,0,0.0,0.11,98.97,0.0,0.0,0.11,0.0,0.0,0.8,0.0,872,index options scalper
d7cj4sb4m4lc73844mp0,0,635,0,1,0,0,0,0,0,0,0.0,99.84,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,636,index options non-scalper
d7cn9hj4m4lc738477s0,0,0,0,0,1,61,0,0,0,0,0.0,0.0,0.0,0.0,1.61,98.39,0.0,0.0,0.0,0.0,62,stock options non-scalper
d7cq79j4m4lc73847r40,0,125,0,226,0,0,0,0,3,0,0.0,35.31,0.0,63.84,0.0,0.0,0.0,0.0,0.85,0.0,354,index options seller
d7d07qb4m4lc7384e8mg,0,1,0,0,0,3,0,0,0,0,0.0,25.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,4,stock options non-scalper
d7dfhuj4m4lc7384qd8g,0,5,404,0,0,0,0,0,0,0,0.0,1.22,98.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409,index options scalper
d7dmvnb4m4lc73851450,0,0,424,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424,index options scalper
d7do60b4m4lc738523rg,0,21,26,0,0,0,1,0,3,0,0.0,41.18,50.98,0.0,0.0,0.0,1.96,0.0,5.88,0.0,51,mixed
d7doob34m4lc73852ing,0,3,0,0,0,0,0,0,5,0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,8,stock trader
d7dormr4m4lc73852l60,0,1,136,3,0,0,0,0,0,0,0.0,0.71,97.14,2.14,0.0,0.0,0.0,0.0,0.0,0.0,140,index options scalper
d7e7gbr4m4lc7385bo60,0,305,287,0,0,23,1,0,3,0,0.0,49.27,46.37,0.0,0.0,3.72,0.16,0.0,0.48,0.0,619,mixed
d7e9go34m4lc7385dr5g,0,0,0,0,15,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,15,investor
d7efr0b4m4lc7385j6q0,0,0,277,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,index options scalper
d7eubo34m4lc7385resg,0,2,4,0,4,65,0,0,0,0,0.0,2.67,5.33,0.0,5.33,86.67,0.0,0.0,0.0,0.0,75,stock options non-scalper
d7evubb4m4lc7385srt0,0,6,0,11,0,0,0,0,0,0,0.0,35.29,0.0,64.71,0.0,0.0,0.0,0.0,0.0,0.0,17,index options seller
d7fhp2b4m4lc73867hf0,0,215,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,index options non-scalper
d7finnj4m4lc73868eig,0,121,0,0,0,75,0,0,0,0,0.0,61.73,0.0,0.0,0.0,38.27,0.0,0.0,0.0,0.0,196,index options non-scalper
d7fmg634m4lc7386bka0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,index options seller
d7g5bqd93r1s73b678f0,0,682,355,0,0,0,0,0,0,0,0.0,65.77,34.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037,index options non-scalper
d7gftddaml8c73fm81f0,0,366,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366,index options non-scalper
d7gqaqkeh0vc73c93ltg,0,67,32,26,0,0,0,0,0,0,0.0,53.6,25.6,20.8,0.0,0.0,0.0,0.0,0.0,0.0,125,mixed
d7grh7daml8c73fmc4ig,0,311,0,2,0,0,0,0,0,0,0.0,99.36,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,313,index options non-scalper
d7gtlhseh0vc73c94q8g,0,49,1,0,0,0,0,0,0,0,0.0,98.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,index options non-scalper
d7h0cm5aml8c73fmfkbg,0,0,0,0,0,0,0,0,334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,334,stock trader
d7h2budaml8c73fmgqb0,0,0,0,0,0,0,0,0,192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,192,stock trader
d7hhgqtr63es73a4n50g,0,0,4,0,0,0,8,0,0,0,0.0,0.0,33.33,0.0,0.0,0.0,66.67,0.0,0.0,0.0,12,stock options scalper
d7hk3khhbt2s738sp6g0,0,0,41,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,index options scalper
d7ho6ghhbt2s738sto6g,0,38,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,index options non-scalper
d7hpi79hbt2s738sv850,0,279,7,0,0,0,0,0,0,0,0.0,97.55,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286,index options non-scalper
d7i2ohhhbt2s738t5c8g,0,0,0,0,15,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,15,investor
d7i6p0phbt2s738t8i9g,0,214,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214,index options non-scalper
d7imrjphbt2s738tkae0,0,0,1,0,0,4,1,0,0,0,0.0,0.0,16.67,0.0,0.0,66.67,16.67,0.0,0.0,0.0,6,stock options non-scalper
d7irithhbt2s738tno0g,0,0,0,0,14,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,14,investor
d7isb29hbt2s738toimg,0,0,1,0,14,0,0,0,8,0,0.0,0.0,4.35,0.0,60.87,0.0,0.0,0.0,34.78,0.0,23,investor
d7ive19hbt2s738trjjg,0,0,0,0,3,0,0,0,77,0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,96.25,0.0,80,stock trader
d7j0dk9hbt2s738tsda0,0,5,5,0,0,0,0,0,0,0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,mixed
d7j2kn1hbt2s738tu84g,0,280,14,0,0,0,0,0,0,0,0.0,95.24,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,index options non-scalper
d7j46d9hbt2s738tvkjg,0,173,0,0,1,1,0,0,0,0,0.0,98.86,0.0,0.0,0.57,0.57,0.0,0.0,0.0,0.0,175,index options non-scalper
d7j7e31hbt2s738u2khg,0,831,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831,index options non-scalper
d7jeva1hbt2s738u5av0,0,0,883,0,0,1,2,0,0,0,0.0,0.0,99.66,0.0,0.0,0.11,0.23,0.0,0.0,0.0,886,index options scalper
d7jf1fhhbt2s738u5e90,0,0,895,1,0,0,0,0,0,0,0.0,0.0,99.89,0.11,0.0,0.0,0.0,0.0,0.0,0.0,896,index options scalper
d7jgnr1hbt2s738u77kg,0,87,81,0,0,8,0,0,0,0,0.0,49.43,46.02,0.0,0.0,4.55,0.0,0.0,0.0,0.0,176,mixed
d7jjth9hbt2s738uak80,0,0,78,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,index options scalper
d7jk979hbt2s738uavfg,0,1,544,1,0,0,0,0,0,0,0.0,0.18,99.63,0.18,0.0,0.0,0.0,0.0,0.0,0.0,546,index options scalper
d7k1tq9hbt2s738ukg80,0,0,46,0,15,0,0,0,97,0,0.0,0.0,29.11,0.0,9.49,0.0,0.0,0.0,61.39,0.0,158,stock trader
d7k6gkphbt2s738upd70,0,5,0,9,0,0,0,0,0,0,0.0,35.71,0.0,64.29,0.0,0.0,0.0,0.0,0.0,0.0,14,index options seller
d7k7mpphbt2s738uqu80,0,0,0,0,1,0,0,0,164,0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,99.39,0.0,165,stock trader
d7kqf1hhbt2s738varbg,0,0,664,0,1,0,0,0,0,0,0.0,0.0,99.85,0.0,0.15,0.0,0.0,0.0,0.0,0.0,665,index options scalper
d7kth4phbt2s738venm0,0,81,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,index options non-scalper
d7kvm21hbt2s738vhhhg,0,1,7,0,0,0,0,0,0,0,0.0,12.5,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,index options scalper
d7l1kn9hbt2s738vjleg,0,11,561,1,0,47,19,0,0,0,0.0,1.72,87.79,0.16,0.0,7.36,2.97,0.0,0.0,0.0,639,index options scalper
d7l3blhhbt2s738vm260,0,115,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,index options non-scalper
d7l4911hbt2s738vnfi0,0,0,1,0,0,0,0,0,171,0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,99.42,0.0,172,stock trader
d7ll7a9hbt2s73909c20,0,45,0,0,0,78,0,0,0,0,0.0,36.59,0.0,0.0,0.0,63.41,0.0,0.0,0.0,0.0,123,stock options non-scalper
d7lnu7phbt2s7390ceag,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,8,stock options scalper
d7m1v89hbt2s7390jdr0,0,8,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,index options non-scalper
d7m2o8hhbt2s7390k2vg,0,0,590,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590,index options scalper
d7m89h9hbt2s7390sacg,0,12,499,74,0,0,0,0,0,0,0.0,2.05,85.3,12.65,0.0,0.0,0.0,0.0,0.0,0.0,585,index options scalper
d7m9flphbt2s7390tmlg,0,7,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,index options non-scalper
d7mc6ehhbt2s73910dbg,0,0,0,0,3,0,0,0,199,0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,98.51,0.0,202,stock trader
d7me4c1hbt2s73912ja0,0,6,9,0,0,1,0,0,2,0,0.0,33.33,50.0,0.0,0.0,5.56,0.0,0.0,11.11,0.0,18,mixed
d7mgcqhhbt2s73915jrg,0,0,28,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,index options scalper
d7mqvahhbt2s7391bnpg,0,0,1,0,0,2,0,0,1,0,0.0,0.0,25.0,0.0,0.0,50.0,0.0,0.0,25.0,0.0,4,mixed
d7n3989hbt2s7391k6cg,0,45,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,index options non-scalper
d7njak1hbt2s73920d20,0,1,0,5,0,0,0,0,0,0,0.0,16.67,0.0,83.33,0.0,0.0,0.0,0.0,0.0,0.0,6,index options seller
d7nktfphbt2s73921v00,0,0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5,stock trader
d7nmpf9hbt2s73923hb0,0,0,0,0,39,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,39,investor
d7nrphphbt2s73928000,0,2,0,4,0,0,0,0,0,0,0.0,33.33,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,6,index options seller
d7o1rm9hbt2s73929dq0,0,82,107,179,0,0,0,0,0,0,0.0,22.28,29.08,48.64,0.0,0.0,0.0,0.0,0.0,0.0,368,mixed
d7o1shhhbt2s73929e90,0,0,106,7,0,0,0,0,0,0,0.0,0.0,93.81,6.19,0.0,0.0,0.0,0.0,0.0,0.0,113,index options scalper
d7od8v9hbt2s7392ksng,0,29,0,0,0,51,0,0,0,0,0.0,36.25,0.0,0.0,0.0,63.75,0.0,0.0,0.0,0.0,80,stock options non-scalper
d7odhf1hbt2s7392l790,0,2,0,0,1,0,0,0,0,0,0.0,66.67,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,3,index options non-scalper
d7ofa1phbt2s7392nahg,0,912,0,0,0,1,0,0,0,0,0.0,99.89,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,913,index options non-scalper
d7onp2phbt2s7392qung,0,0,110,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,index options scalper
d7otq31hbt2s739320lg,0,8,0,16,0,0,0,0,0,0,0.0,33.33,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,24,index options seller
d7ovmt9hbt2s739341ag,0,0,10,4,0,0,0,0,0,0,0.0,0.0,71.43,28.57,0.0,0.0,0.0,0.0,0.0,0.0,14,index options scalper
d7p43g9hbt2s73939i50,0,262,0,44,19,7,0,0,0,0,0.0,78.92,0.0,13.25,5.72,2.11,0.0,0.0,0.0,0.0,332,index options non-scalper
d7phm4hhbt2s7393jfi0,0,12,2,0,0,0,0,0,0,0,0.0,85.71,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,index options non-scalper
d7pklshhbt2s7393mpt0,1,482,0,0,1,8,0,0,45,0,0.19,89.76,0.0,0.0,0.19,1.49,0.0,0.0,8.38,0.0,537,index options non-scalper
d7q6i13pk5fs73cmcrg0,0,1,0,0,0,6,0,1,0,0,0.0,12.5,0.0,0.0,0.0,75.0,0.0,12.5,0.0,0.0,8,stock options non-scalper
d7q8n4t9pces73esald0,0,0,0,0,29,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,29,investor
d7qfc9rpk5fs73cmfr5g,0,1032,4,0,0,0,0,0,0,0,0.0,99.61,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1036,index options non-scalper
d7qn0fbpk5fs73cmgpqg,0,266,1,0,0,1,0,0,0,0,0.0,99.25,0.37,0.0,0.0,0.37,0.0,0.0,0.0,0.0,268,index options non-scalper
d7qn5ad9pces73esh31g,0,1,0,0,3,0,0,0,6,0,0.0,10.0,0.0,0.0,30.0,0.0,0.0,0.0,60.0,0.0,10,stock trader
d7qockjpk5fs73cmh64g,0,71,0,249,0,0,0,0,0,0,0.0,22.19,0.0,77.81,0.0,0.0,0.0,0.0,0.0,0.0,320,index options seller
d7rd9gl9pces73esslsg,0,2,383,57,0,0,0,0,0,0,0.0,0.45,86.65,12.9,0.0,0.0,0.0,0.0,0.0,0.0,442,index options scalper
d7rdm0jpk5fs73cmmho0,0,48,2,0,0,235,0,0,20,0,0.0,15.74,0.66,0.0,0.0,77.05,0.0,0.0,6.56,0.0,305,stock options non-scalper
d7remcbpk5fs73cmmsd0,0,1522,0,2,0,0,0,0,0,0,0.0,99.87,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1524,index options non-scalper
d7rg6vd9pces73esudo0,0,22,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,index options non-scalper
d7rm8cl9pces73et1t90,0,0,112,251,0,0,0,0,0,0,0.0,0.0,30.85,69.15,0.0,0.0,0.0,0.0,0.0,0.0,363,index options seller
d7rqg9l9pces73et4ljg,0,0,11,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,index options scalper
d7s7smh6e1pc73c58e70,0,0,1,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,index options scalper
d7s9sdp6e1pc73c598qg,0,0,25,0,0,0,76,0,0,0,0.0,0.0,24.75,0.0,0.0,0.0,75.25,0.0,0.0,0.0,101,stock options scalper
d7shij96e1pc73c5bshg,0,1,0,11,0,0,0,0,0,0,0.0,8.33,0.0,91.67,0.0,0.0,0.0,0.0,0.0,0.0,12,index options seller
d7som2ffokps73971b2g,0,5,0,8,0,0,0,0,0,0,0.0,38.46,0.0,61.54,0.0,0.0,0.0,0.0,0.0,0.0,13,index options seller
d7sr5j7fokps739724n0,0,0,9,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,index options scalper
d7svcbffokps739743m0,0,0,0,0,0,0,0,0,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,71,stock trader
d7t0o7vfokps739752o0,0,0,0,0,0,0,0,0,106,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,106,stock trader
d7t2osffokps73976g30,0,1,2,1,0,0,0,0,0,0,0.0,25.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4,mixed
d7taad1ilqqs73dpdjog,0,206,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206,index options non-scalper
d7te2gvfokps7397bui0,0,1,146,226,0,0,0,0,0,0,0.0,0.27,39.14,60.59,0.0,0.0,0.0,0.0,0.0,0.0,373,index options seller
d7then1ilqqs73dpfl8g,0,375,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375,index options non-scalper
d7thrsffokps7397eiv0,0,112,103,0,0,1,0,0,0,0,0.0,51.85,47.69,0.0,0.0,0.46,0.0,0.0,0.0,0.0,216,mixed
d7tttbffokps7397kfrg,0,670,7,2,0,0,0,0,0,0,0.0,98.67,1.03,0.29,0.0,0.0,0.0,0.0,0.0,0.0,679,index options non-scalper
d7uampffokps7397tpog,0,5,1,15,0,0,0,0,0,0,0.0,23.81,4.76,71.43,0.0,0.0,0.0,0.0,0.0,0.0,21,index options seller
d7unuovfokps73986960,2,35,0,42,1,12,0,3,38,0,1.5,26.32,0.0,31.58,0.75,9.02,0.0,2.26,28.57,0.0,133,mixed
d7uos27fokps739876f0,0,0,0,0,0,0,0,0,191,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,191,stock trader
d7uq7tffokps73988bg0,0,63,0,0,0,1,0,0,0,0,0.0,98.44,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,64,index options non-scalper
d7uvje3njnfc73ajudjg,0,259,4,0,0,1,0,0,0,0,0.0,98.11,1.52,0.0,0.0,0.38,0.0,0.0,0.0,0.0,264,index options non-scalper
d7v15k66kb5c738acbb0,0,5,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,index options non-scalper
d7vcnt3njnfc73ak1v1g,0,0,2209,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2209,index options scalper
d7vl47e6kb5c738aps00,0,1,1893,0,0,0,0,0,0,0,0.0,0.05,99.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1894,index options scalper
d7vljgrnjnfc73ak5g7g,0,13,567,5,0,6,2,0,0,0,0.0,2.19,95.62,0.84,0.0,1.01,0.34,0.0,0.0,0.0,593,index options scalper
d7vni4jnjnfc73ak6k2g,0,57,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,index options non-scalper
d801isrnjnfc73ak8pa0,0,0,0,0,0,39,0,0,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,39,stock options non-scalper
d803it66kb5c738b29tg,15,0,0,0,14,21,0,40,47,0,10.95,0.0,0.0,0.0,10.22,15.33,0.0,29.2,34.31,0.0,137,mixed
d8077hu6kb5c738b54sg,0,7,520,0,0,0,9,0,0,0,0.0,1.31,97.01,0.0,0.0,0.0,1.68,0.0,0.0,0.0,536,index options scalper
d80asrrnjnfc73akcn3g,0,24,0,0,13,30,0,0,0,0,0.0,35.82,0.0,0.0,19.4,44.78,0.0,0.0,0.0,0.0,67,mixed
d80bo666kb5c738b8svg,8,29,0,0,0,72,0,0,0,0,7.34,26.61,0.0,0.0,0.0,66.06,0.0,0.0,0.0,0.0,109,stock options non-scalper
d80om1bnjnfc73akgbag,0,3,0,15,0,0,0,0,0,0,0.0,16.67,0.0,83.33,0.0,0.0,0.0,0.0,0.0,0.0,18,index options seller
d80rigbnjnfc73akh80g,0,0,1,0,0,0,7,0,0,0,0.0,0.0,12.5,0.0,0.0,0.0,87.5,0.0,0.0,0.0,8,stock options scalper
d8195cu6kb5c738bnbp0,0,23,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,index options non-scalper
d81abme6kb5c738bo4k0,0,47,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,index options non-scalper
d81b3qrnjnfc73akkngg,0,0,0,0,0,0,0,0,178,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,178,stock trader
d81c5prnjnfc73akl0u0,0,0,441,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,index options scalper
d81dahe6kb5c738bphcg,0,15,86,0,0,0,0,0,43,0,0.0,10.42,59.72,0.0,0.0,0.0,0.0,0.0,29.86,0.0,144,mixed
d81dffm6kb5c738bpj60,0,2,62,0,0,0,0,0,0,0,0.0,3.12,96.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,index options scalper
d81dfpu6kb5c738bpje0,0,5,0,139,0,0,0,0,0,0,0.0,3.47,0.0,96.53,0.0,0.0,0.0,0.0,0.0,0.0,144,index options seller
d81fv3u6kb5c738bqpf0,0,63,0,5,0,0,0,0,0,0,0.0,92.65,0.0,7.35,0.0,0.0,0.0,0.0,0.0,0.0,68,index options non-scalper
d81gd13njnfc73akm230,0,14,0,0,0,42,0,0,0,0,0.0,25.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,56,stock options non-scalper
d81hobbnjnfc73akmf80,0,1,26,205,0,0,0,0,0,0,0.0,0.43,11.21,88.36,0.0,0.0,0.0,0.0,0.0,0.0,232,index options seller
d81irm66kb5c738bsg7g,0,32,0,204,0,0,0,0,0,0,0.0,13.56,0.0,86.44,0.0,0.0,0.0,0.0,0.0,0.0,236,index options seller
d81isk66kb5c738bsgt0,0,1,0,0,0,6,0,3,0,0,0.0,10.0,0.0,0.0,0.0,60.0,0.0,30.0,0.0,0.0,10,stock options non-scalper
d81k2m66kb5c738bte10,0,1,3,0,14,0,0,0,3,0,0.0,4.76,14.29,0.0,66.67,0.0,0.0,0.0,14.29,0.0,21,investor
d81n52e6kb5c738bvno0,0,0,12,0,0,0,0,0,2,0,0.0,0.0,85.71,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14,index options scalper
d81ndbu6kb5c738bvrqg,0,0,512,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,index options scalper
d81o2im6kb5c738c042g,0,369,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,index options non-scalper
d81tv766kb5c738c10ig,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,33.33,0.0,3,mixed
